"stop_id","stop_name","stop_lon","stop_lat"
"80007422","Lensahn, Lensahn",10.89045,54.21931
"80006785","Friesack (Mark), Friesack (Mark)",12.58754,52.76071
"80006710","Beetz, Beetz-Sommerfeld",13.02203,52.80422
"80000135","Neustadt (Holst), Neustadt (Holst)",10.80849,54.104
"80000153","Timmendorfer Strand, Timmendorferstrand",10.76227,53.99421
"80000145","Ratzeburg, Ratzeburg",10.74063,53.69822
"80021876","Neustadt (Holst), Neustadt(Holst) Gbf",10.79543,54.09623
"80022343","Lübeck, IKEA",10.73558,53.9112
"80000150","Sierksdorf, Sierksdorf",10.7691,54.06852
"80000148","Scharbeutz, Scharbeutz",10.74576,54.01874
"80020455","Lübeck, Bahnhof St. Jürgen",10.70294,53.84232
"80021659","Lübeck, Flughafen",10.69748,53.80413
"80000123","Haffkrug, Bahnhof Haffkrug",10.74268,54.05419
"80000149","Bad Schwartau, Bad Schwartau",10.70273,53.91628
"80000138","Oldenburg (Holst), Oldenburg (Holst)",10.88284,54.28383
"80022030","Lübeck, Hochschulstadtteil",10.6889,53.83098
"80006915","Löcknitz, Löcknitz",14.21542,53.4561
"80006947","Nassenheide, Nassenheide",13.2392,52.81692
"80020293","Pansdorf (Ostholst.), Pansdorf",10.70306,53.98103
"80001901","Dannenberg (Elbe), Ostbahnhof",11.11773,53.105
"80007119","Wilmersdorf (Uckermark), Wilmersdorf (Angermünde)",13.89245,53.11163
"80000129","Lübeck, Hauptbahnhof",10.66982,53.86755
"80005019","Groß Schönebeck, Groß Schönebeck",13.53751,52.90429
"80001695","Rodby, Roedby",11.35727,54.65585
"80000132","Mölln (Lauenb), Mölln (Lauenb)",10.68321,53.62441
"80001938","Hitzacker (Elbe), Hitzacker",11.0382,53.13916
"80005067","Kremmen, Kremmen",13.04023,52.75335
"80004880","Osterburg (Altmark), Osterburg",11.76038,52.78767
"80006861","Joachimsthal (Barnim), Joachimsthal",13.74947,52.98038
"80000140","Pönitz (Scharbeutz), Bahnhof Pönitz",10.67116,54.04565
"80005059","Klandorf, Bahnhof Klandorf",13.55595,52.87794
"80001726","Boizenburg (Elbe), Boizenburg (Elbe)",10.75444,53.37803
"80005133","Sachsenhausen/Nordb., Bahnhof Sachsenhausen",13.25187,52.77227
"80005147","Schwante, Schwante",13.09173,52.73468
"80007120","Joachimsthal (Barnim), Kaiserbahnhof",13.75501,52.96395
"80006970","Paulinenaue, Paulinenaue",12.71327,52.6759
"80001952","Leitstade, Bahnhof Leitstade",10.91278,53.16914
"80001815","Oranienburg, Oranienburg",13.24961,52.75365
"80005179","Vehlefanz, Vehlefanz",13.11483,52.72233
"80001838","Schwanheide, Schwanheide",10.68999,53.42815
"80006692","Althüttendorf, Alt Hüttendorf",13.78357,52.95759
"80020401","Schmachtenhagen (Oranienburg), Schmachtenhagen",13.3368,52.77531
"80005132","Ruhlsdorf (b Bernau), Bf Ruhlsdorf-Zerpenschleuse",13.54151,52.84322
"80005919","Goldbeck (Altmark), Goldbeck (Osterburg)",11.85815,52.71606
"80005086","Lottschesee, Bahnhof Lottschesee",13.4985,52.8154
"80005079","Lehnitz, Lehnitz",13.26322,52.7417
"80006990","Passow (Uckermark), Passow (Uckermark)",14.10137,53.14871
"80002615","Bärenklau (b Velten), Bärenklau",13.14353,52.70404
"80007039","Schönow (Uckermark), Schönow (Angermünde)",14.15381,53.18494
"80000110","Büchen, Büchen",10.6233,53.47497
"80004876","Grambow (b Pasewalk), Grambow",14.34746,53.41738
"80000117","Eutin, Eutin",10.61013,54.13534
"80005060","Klosterfelde, Klosterfelde",13.48813,52.79138
"80001917","Göhrde, Göhrde",10.85112,53.16775
"80005198","Wensickendorf, Wensickendorf",13.38669,52.75498
"80006744","Casekow, Casekow",14.20835,53.21351
"80002682","Borgsdorf, Bahnhof Borgsdorf",13.27675,52.71525
"80005178","Velten (Mark), Velten (Mark)",13.17203,52.68489
"80006974","Petershagen (Uckermark), Petershagen (Uckermark)",14.25238,53.23995
"80005872","Eichstedt (Altm), Eichstedt (Altm)",11.8549,52.67485
"80006811","Golzow (b Eberswalde), Golzow (Eberswalde)",13.82698,52.91401
"80004618","Angermünde, Angermünde",13.99636,53.01522
"80000144","Reinfeld (Holst), Reinfeld (Holst)",10.49454,53.83043
"80001961","Müssen (Hzgt Lauenb), Müssen",10.56112,53.49946
"80005182","Wandlitzsee, Bahnhof Wandlitzsee",13.47403,52.75596
"80005211","Zühlsdorf, Zühlsdorf",13.40354,52.7327
"80006152","Nennhausen, Nennhausen",12.50279,52.59991
"80006979","Pinnow (Uckermark), Pinnow (Uckermark)",14.08874,53.06534
